symbol,entry_timestamp,entry_price,entry_qty,entry_side,exit_timestamp,exit_price,exit_qty,exit_side,pnl,charges,pat
NIFTY02JAN2523750CE,2025-01-02 09:30:00,124.276,750,SELL,2025-01-02 15:15:00,438.438,750,BUY,-235621.5,50.0,-235671.5
NIFTY02JAN2523750PE,2025-01-02 09:30:00,104.645,750,SELL,2025-01-02 15:15:00,0.2,750,BUY,78333.75,50.0,78283.75
NIFTY30JAN25FUT,2025-01-02 09:45:00,23919.057,75,SELL,2025-01-02 10:00:00,23967.594,75,BUY,-3640.275,200.0,-3840.275
NIFTY30JAN25FUT,2025-01-02 09:45:00,23919.057,75,SELL,2025-01-02 13:30:00,24216.192,75,BUY,-22285.125,200.0,-22485.125
NIFTY30JAN25FUT,2025-01-02 10:15:00,23922.903,75,SELL,2025-01-02 14:00:00,24233.91,75,BUY,-23325.525,200.0,-23525.525
NIFTY30JAN25FUT,2025-01-02 11:00:00,24016.26,75,SELL,2025-01-02 14:00:00,24233.91,75,BUY,-16323.75,200.0,-16523.75
NIFTY30JAN25FUT,2025-01-02 12:30:00,24093.882,75,SELL,2025-01-02 15:15:00,24309.235,75,BUY,-16151.475,200.0,-16351.475
NIFTY30JAN25FUT,2025-01-02 13:15:00,24154.072,75,SELL,2025-01-02 15:15:00,24309.235,75,BUY,-11637.225,200.0,-11837.225
NIFTY30JAN25FUT,2025-01-02 13:45:00,24208.218,150,SELL,2025-01-02 15:15:00,24309.235,150,BUY,-15152.55,200.0,-15352.55
NIFTY30JAN25FUT,2025-01-02 14:15:00,24205.171,75,SELL,2025-01-02 15:15:00,24309.235,75,BUY,-7804.8,200.0,-8004.8
NIFTY30JAN25FUT,2025-01-09 09:45:00,23667.808,75,SELL,2025-01-09 10:15:00,23747.724,75,BUY,-5993.7,200.0,-6193.7
NIFTY30JAN25FUT,2025-01-09 10:00:00,23693.283,75,SELL,2025-01-09 10:45:00,23728.855,75,BUY,-2667.9,200.0,-2867.9
NIFTY30JAN25FUT,2025-01-09 10:00:00,23693.283,75,SELL,2025-01-09 11:00:00,23659.135,75,BUY,2561.1,200.0,2361.1
NIFTY30JAN25FUT,2025-01-09 11:00:00,23659.135,300,BUY,2025-01-09 11:15:00,23631.345,300,SELL,-8337.0,200.0,-8537.0
NIFTY30JAN25FUT,2025-01-09 11:15:00,23631.345,150,SELL,2025-01-09 11:30:00,23674.801,150,BUY,-6518.4,200.0,-6718.4
